"","cm_key","mvar2","mvar4","mvar5","mvar6","mvar7","mvar8","mvar9","mvar10","mvar11","mvar12","mvar13","mvar14","mvar15","mvar16","mvar17","mvar18","mvar19","mvar20","mvar21","mvar22","mvar23","mvar24","mvar25","mvar26","mvar27","mvar28","mvar29","mvar30","mvar31","mvar32","mvar33","mvar34","mvar35","mvar36","mvar37","mvar38","mvar39","mvar40","mvar41","mvar42","mvar43","mvar44","mvar45","mvar49","mvar50","mvar51"
"855",50855,0,4,5,7,0.7969,0.231,4,1,5.9339,1,12,1,0,0,0,0,3,4,4,6,0,4,4,4,3,0,0,0,0,3,3,3,5,6,6,5,6,1,1,1,1,1,0,0.134046551379197,0.00305910066098152,0.145039780428946
"856",50856,2,4,6,3,0.1132,0.2682,5,0,2.15,6,12,1,0,3,3,4,1,1,1,1,0,4,2,4,4,0,0,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0,0.0366640397694859,0.177863111553128,0.0413405544944203
"857",50857,0,4,6,5,0.7969,0,8,1,4.4446,11,10,1,0,3,3,3,3,8,7,7,7,1,5,4,4,5,6,5,5,2,3,3,2,6,6,6,5,0,0,1,0,0,0,0.0739025213699551,0.00780212219127456,0.111637650272053
"858",50858,0,4,7,3,0.0618,0.4275,7,0,3.9096,4,8,1,3,0,3,0,0,0,0,0,0,7,4,7,4,0,0,0,0,0,0,0,0,5,3,4,4,0,0,0,0,0,0,0.0377250291846357,0.0914035786072846,0.0478025464415887
"859",50859,4,5,5,5,0.1188,0,8,0,5.357,14,14,1,1,0,0,0,0,0,0,0,0,4,5,6,4,0,0,0,0,0,0,0,0,6,2,3,2,0,0,0,0,0,0,0.115452081788528,0.074556601415958,0.0385511402711446
"860",50860,1,1,10,3,0.1901,0,1,0,1.616,11,17,1,0,3,0,3,0,7,5,0,0,3,3,2,4,4,4,3,4,2,1,2,1,5,4,5,4,1,0,0,0,0,0,0.0277853979645215,0.0266467988834753,-0.0109156479448418
"861",50861,1,4,2,2,0.0345,0.2986,2,0,0.7077,3,14,1,0,0,0,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0.0424946667112988,0.0740341246898014,0.0713021069807489
"862",50862,0,4,5,7,0.3889,0.1155,3,1,4.0204,6,12,1,1,3,3,2,2,6,9,6,7,3,5,4,4,0,0,0,0,0,0,0,0,5,6,5,6,0,0,0,0,0,0,0.0990473762375042,0.0339330246064922,0.0653109370744412
"863",50863,0,2,5,4,0.0151,0.231,4,0,0.7845,18,11,1,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0.0302259280660108,0.0300470777953866,0.0686460371880151
"864",50864,5,1,8,4,4.5074,0,3,0,6.0723,3,16,1,0,3,3,2,4,6,5,2,6,2,2,2,2,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.189142796373055,0.0474992675585584,-0.00836138801313694
"865",50865,0,7,1,7,0.7969,0.1155,2,0,2.2608,16,12,1,0,3,1,3,3,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,0,7,6,4,5,0,0,0,0,0,0,0.0933080998533696,0.190603058686731,0.215509181195152
"866",50866,1,12,1,4,0.2871,0.1155,3,0,1.9379,3,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,0,0,0,0,0,0,0.0878300727988841,0.0997417175193246,0.0364716036547568
"867",50867,6,4,2,1,1.002,0,8,0,5.8722,11,11,0,0,5,5,5,2,6,3,0,3,5,7,4,7,8,8,4,0,6,5,5,4,10,10,10,6,1,0,0,2,0,0,0.411927603374723,0.0487754639286344,0.0255293813659773
"868",50868,4,5,5,5,2.7552,0.1155,4,1,6.636,13,17,1,0,0,0,3,4,3,3,4,7,5,4,3,5,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.181311083831485,-0.0102721173364945,0.0515670418419517
"869",50869,0,0,6,3,0.3069,0,1,0,1.5362,9,14,1,0,3,1,1,1,3,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0,0.0288307440340745,0.173024296994539,0.0472583710699626
"870",50870,0,1,10,2,0.051,0.652,7,0,2.6363,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,0.0382552506439963,0.0171481528405361,0.0376500837310342
"871",50871,1,1,4,3,0.046,0,1,0,6.0757,18,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,0,0,0,0,0,0.0463179487533356,0.0226875617735648,0.02970678340905
"872",50872,0,2,8,9,0.7969,0.1831,3,1,4.0076,11,12,1,2,3,3,3,3,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,6,0,0,0,0,0,0,0.0846832238032142,0.0108739129554345,0.143439597988652
"873",50873,0,5,5,3,0.0573,0.1155,3,0,1.1133,16,15,1,0,0,0,0,0,4,5,0,3,0,0,0,0,0,0,0,0,1,1,1,1,4,4,3,4,2,1,0,0,0,0,0.0265250488874411,0.0544027571655615,0.0407301004178012
"874",50874,0,1,10,4,0.7969,0,8,0,0.8466,16,10,1,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0.02150706576368,0.104668809746433,0.0845019498001286
"875",50875,4,8,5,6,0.0813,0.4993,7,1,0.6175,9,7,1,0,3,1,3,3,6,3,0,0,1,2,1,2,0,0,0,0,0,0,0,0,4,2,2,4,0,0,0,0,0,0,0.139475686336476,-0.00190431184882527,0.0779131397313764
"876",50876,0,3,10,6,0.7969,0.5926,7,1,1.3337,6,11,1,2,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2,3,1,1,3,7,4,3,6,0,0,0,0,0,0,0.0444918626373254,-0.0131594624214076,0.198270848711762
"877",50877,0,2,1,3,0.7969,0,8,0,2.7259,3,7,1,0,2,1,2,0,3,5,4,3,4,4,4,4,0,0,0,0,0,0,0,0,7,5,5,5,0,0,0,0,0,0,0.122694122840162,0.184293708934166,0.085009652463495
"878",50878,1,0,8,2,0.1124,0,4,0,6.5713,16,10,1,1,0,0,0,0,0,0,0,0,7,4,5,7,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0.0503921729024987,0.104778232672779,0.0237643432694445
"879",50879,1,2,9,5,0.2955,0.1155,4,1,2.1814,7,15,1,4,0,1,0,0,4,0,3,0,0,0,0,0,4,3,3,2,2,2,2,2,6,5,5,4,1,0,0,0,0,0,0.0444918626373254,-0.0113243605734661,0.0590786165889681
"880",50880,0,1,3,2,0.7969,0,8,0,4.8662,6,14,1,0,5,4,3,3,5,3,3,0,4,4,4,2,8,7,7,0,3,2,3,1,7,6,6,3,1,0,0,1,0,0,0.10932987300143,0.163222169455741,0.113565596078755
"881",50881,0,8,2,6,0.1142,0,8,0,0.9936,18,8,1,0,1,1,1,1,1,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,5,5,3,5,0,0,0,0,0,0,0.0491836442597339,0.15485508202347,0.0711795058681062
"882",50882,0,1,5,5,0.0444,0,8,1,1.1705,14,15,1,0,2,1,1,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,4,0,0,0,0,0,0,0.0644976452788961,-0.0121711987047443,0.0498238942484495
"883",50883,0,4,7,5,0.2736,0.231,7,1,5.7029,3,7,1,0,0,0,1,1,1,0,0,0,1,4,4,4,0,0,4,2,2,4,2,2,8,5,5,5,0,0,1,0,0,0,0.0677770647198227,0.00348855245686039,0.182384499693621
"884",50884,4,1,7,7,0.4427,0.2682,5,1,5.0559,7,13,1,0,0,0,3,1,3,4,3,5,4,4,4,2,9,8,8,7,3,3,3,4,9,7,6,7,2,0,0,1,0,0,0.218789677158647,-0.0256695871463189,0.0489782724007729
"885",50885,0,2,3,2,0.7969,0.2682,3,0,2.6985,7,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,1,1,1,1,2,2,2,3,0,1,0,0,0,0,0.0426675805498448,0.0652967697609307,0.203401546061223
"886",50886,0,4,5,5,0.7969,0,1,0,1.3685,17,15,1,1,2,2,1,1,5,6,0,0,4,1,3,3,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0.032229165697632,0.14836551675071,0.16957680616665
"887",50887,2,2,10,4,0.3519,0.543,9,0,3.2522,11,8,1,0,3,1,1,1,5,1,5,6,3,4,3,4,0,0,0,0,0,0,0,0,6,5,6,6,0,0,0,0,0,0,0.04740887425055,0.125676437240384,0.017907211484854
"888",50888,0,2,3,4,0.063,0,8,1,3.9427,11,11,1,0,1,0,0,1,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0.0897045508046713,0.00734414298263698,0.0540571745380979
"889",50889,0,4,6,8,0.5782,0.6381,10,0,6.8937,14,13,1,1,4,5,4,0,1,6,2,8,1,1,1,2,0,0,2,0,4,4,6,6,9,7,10,10,1,1,1,0,0,0,0.019133551803117,0.115855299201443,0.00813420808975564
"890",50890,2,3,10,6,0.0737,0.4993,7,0,4.447,16,8,1,3,7,6,4,4,0,0,0,3,4,6,6,4,1,0,2,1,1,1,1,2,5,4,4,4,0,0,0,0,0,0,0.0439240952531543,0.052261787356392,0.0486435370525259
"891",50891,2,2,7,7,2.2284,0.1155,2,1,4.9436,18,13,1,0,3,0,3,0,8,4,8,4,9,9,9,9,4,4,5,4,5,4,4,4,10,9,8,8,0,0,0,0,0,0,0.123916207021044,-0.00772437519406311,0.085857260235782
"892",50892,1,2,9,3,0.0714,0.1155,3,0,1.8121,7,11,1,1,0,0,0,0,1,0,1,0,4,1,3,4,2,3,4,3,1,1,1,1,4,4,3,4,1,0,0,0,0,0,0.0197864574902605,-0.00506786096175367,0.0207140313521964
"893",50893,4,3,8,6,0.1603,0.2682,5,1,5.6112,7,8,1,0,0,0,0,0,0,0,0,0,3,4,4,1,8,8,9,8,2,2,3,2,6,5,6,5,0,0,0,0,0,0,0.157966353309004,-0.022342066024113,0.0489044994108142
"894",50894,2,1,10,7,0.924,0.4142,6,1,4.5517,18,15,1,1,7,3,3,3,3,0,0,0,4,7,6,5,0,0,0,0,0,0,0,0,9,8,8,8,0,0,0,0,0,0,0.0972800457870615,-0.000239701773125355,0.0380013647276126
"895",50895,1,1,8,7,0.3829,0,8,1,2.5788,6,7,1,0,5,1,0,0,0,0,0,0,7,4,7,4,0,0,0,0,0,0,0,0,6,5,3,4,0,0,0,0,0,0,0.085644382803276,-0.0131917002200328,0.0350931239523808
"896",50896,1,4,8,5,0.0483,0.1155,2,1,1.4392,11,13,1,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,0,0,0,0,0,0,0.0598986373547152,-0.0116240908656035,0.0608952525417597
"897",50897,0,1,10,3,0.7969,0.1831,2,0,4.7577,3,11,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,5,4,2,1,1,1,5,4,4,5,2,1,0,0,0,0,0.0351479920918783,0.0352642907128548,0.0840405625152802
"898",50898,1,0,8,6,0.3387,0.1155,4,1,2.7209,16,11,1,1,4,4,4,3,4,6,6,7,4,4,4,4,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,0,0,0.0734635633194655,-0.00499409869437654,0.0355469078121909
"899",50899,0,1,3,3,0.1849,0,8,0,3.3265,3,14,1,0,1,1,0,0,4,5,0,3,7,7,7,7,0,0,0,0,0,0,0,0,5,5,5,4,0,0,0,0,0,0,0.0758832239003733,0.194884388592445,0.0215346187748326
"900",50900,0,2,4,3,0.0787,0.1155,3,0,5.1587,18,7,1,0,0,0,0,0,0,0,0,0,6,5,7,3,0,0,0,0,0,0,0,0,6,3,4,4,0,0,0,0,0,0,0.0593696705841277,0.0943754394684698,0.122331435871254
"901",50901,0,1,1,7,0.7969,0.4398,1,0,5.8106,4,15,1,0,0,1,0,2,6,8,0,0,4,4,4,4,9,9,7,0,3,4,3,3,7,7,5,5,1,0,0,1,0,0,0.137040409863857,0.117418307721836,0.0917189207092272
"902",50902,0,1,3,6,0.7969,0.1155,2,1,4.3058,5,12,1,0,2,0,0,3,4,0,0,6,4,7,7,2,0,0,0,0,0,0,0,0,10,5,7,6,0,0,0,0,0,0,0.0975464169839624,0.0148031030573377,0.305541836347341
"903",50903,2,1,9,7,1.8675,0,8,1,6.0674,11,15,1,0,5,3,4,4,7,7,5,6,8,3,7,7,0,0,0,0,0,0,0,0,10,9,8,9,0,0,0,0,0,0,0.125192884115351,-0.00119509167584006,-0.0137420893546639
"904",50904,5,2,6,8,10,0.6189,10,1,6.9787,6,16,1,1,3,3,3,5,5,2,3,4,4,6,7,3,0,0,1,3,8,8,8,8,11,11,11,11,1,0,0,0,0,0,0.196820453953383,-0.000767436815005538,-0.015026255059195
"905",50905,0,3,3,3,0.6023,0.2986,5,0,6.3086,11,15,1,0,3,3,3,3,0,0,0,0,8,8,8,6,0,0,0,0,0,0,0,0,10,8,9,8,0,0,0,0,0,0,0.0707203156108273,0.195958607462003,0.0632510052695207
"906",50906,5,8,7,10,3.8981,0.1831,3,1,6.6552,16,16,1,0,3,2,3,3,6,4,5,4,5,7,4,7,0,0,0,0,7,7,7,6,11,10,10,10,0,0,0,0,0,0,0.267998386834756,-0.00952532136051317,0.0173490881348374
"907",50907,1,3,10,6,1.2922,0.4993,7,1,1.8482,13,8,1,0,1,0,0,2,0,0,0,6,0,0,0,0,4,4,4,4,2,3,2,2,8,4,5,5,1,0,1,0,0,0,0.0474866853202389,-0.0185443415456541,0.0955412195157876
"908",50908,0,6,9,9,0.7969,0.6679,10,0,6.1478,17,18,1,0,9,8,9,7,9,6,4,9,4,7,7,5,0,0,0,0,0,0,0,0,10,9,10,10,0,0,0,0,0,0,0.10041522296317,0.132371547770688,0.0815121172930394
"909",50909,1,5,2,1,0.0796,0,7,0,0.6683,18,13,1,0,0,0,6,0,0,3,0,0,2,1,3,1,4,4,4,2,1,1,1,1,4,5,5,1,0,0,0,0,0,0,0.0322584643915538,0.0670024620078753,0.0843183603445161
"910",50910,0,0,9,7,0.7969,0.4621,7,1,4.8527,14,13,1,1,7,7,5,4,3,0,0,0,7,4,7,4,0,0,0,0,0,0,0,0,9,7,6,6,0,0,0,0,0,0,0.0945903254163729,-0.00166475259032275,0.176033354122269
"911",50911,0,3,5,6,0.7969,0.2986,2,1,2.56,16,11,1,0,4,3,3,3,3,3,0,3,3,4,4,4,4,5,6,5,3,2,2,2,7,5,5,5,0,0,0,0,0,0,0.0635113857425973,0.00198830015371606,0.286311235272125
"912",50912,1,1,1,1,0.3778,0.1831,3,0,1.0585,14,7,1,0,7,0,3,7,6,7,0,3,1,1,1,1,0,0,0,0,0,0,0,0,6,6,4,5,0,0,0,0,0,0,0.13407540686262,0.198520353818713,0.0685455444183946
"913",50913,0,3,9,6,0.0103,0,1,1,0.4731,14,12,1,4,0,0,0,0,0,0,0,0,1,4,1,4,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0.0568393651731583,-0.0224300408715318,0.0636036785405257
"914",50914,5,10,4,4,10,0,8,0,6.9219,14,19,1,0,10,0,9,0,0,0,0,0,0,0,0,0,0,1,1,1,8,2,4,4,11,5,9,5,1,0,0,0,0,0,0.186383639844707,0.107762332674426,0.0211588753682976
"915",50915,0,3,3,2,0.5451,0,8,0,2.1892,5,10,1,1,0,1,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,1,5,0,0,0,0,0,0,0.0429176474180421,0.160820271428539,0.0727963931505685
"916",50916,5,4,3,10,2.1388,0.2682,5,1,6.0929,8,8,1,0,1,3,3,1,7,7,5,5,9,7,6,9,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0.333387795691006,0.00588449620711521,0.0677864737023984
"917",50917,0,1,10,5,0.3946,0.7819,10,1,2.4821,5,10,1,0,2,0,0,0,4,8,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,7,0,0,0,0,0,0,0.0946265079519862,-0.00451716130834253,0.0418393602048977
"918",50918,2,4,10,6,0.3093,0,8,1,2.2754,17,12,1,1,3,1,2,3,6,0,3,2,3,3,3,3,7,6,6,6,2,2,2,2,6,5,5,5,0,0,0,0,0,0,0.0502863844974691,-0.00882137400025687,0.0578219827392968
"919",50919,1,2,2,2,0.1548,0,8,0,1.7447,8,11,1,0,0,0,0,0,4,0,3,0,5,2,4,4,0,0,0,0,0,0,0,0,5,4,4,1,0,0,0,0,0,0,0.0491836442597339,0.127122763023874,0.0565349538985765
"920",50920,0,0,9,6,0.1344,0,1,1,1.1913,17,16,1,0,2,1,1,1,5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,5,5,4,4,0,0,0,0,0,0,0.0610645606775351,-0.0180311111469897,0.0241870285135542
"921",50921,0,1,7,3,0.0693,0.231,5,0,1.3422,13,12,1,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,4,4,2,4,0,0,0,0,0,0,0.0268378706357793,0.0307243092981011,0.0386911936334846
"922",50922,0,7,2,1,0.1369,0,3,0,1.7225,1,14,2,1,0,1,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,2,0,0,0,0,0,0,0.0386053435055282,0.202181707178892,0.10040646202842
"923",50923,1,3,7,3,0.4176,0.231,5,0,2.3622,11,10,1,0,3,3,3,6,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,6,5,4,5,0,0,0,0,0,0,0.0359275809447709,0.146370376766582,0.0603005735164405
"924",50924,6,5,7,7,4.1421,0,8,0,6.7328,14,15,1,1,9,8,8,7,8,7,7,8,7,5,7,7,0,0,0,0,0,0,0,0,11,11,10,10,0,0,0,0,0,0,0.26220516602026,0.0798074260119223,-0.0121005911330359
"925",50925,0,1,5,3,0.18,0,8,0,3.8368,11,12,1,0,0,0,2,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,5,0,0,0,0,0,0,0.0453833092903735,0.163518281513978,0.0229920426475568
"926",50926,2,1,5,3,0.243,0.1155,4,0,5.7555,18,10,1,0,3,2,3,2,3,3,0,3,9,7,9,4,0,0,0,0,0,0,0,0,6,6,5,6,0,0,0,0,0,0,0.0576688685989951,0.164681939804879,0.0465689425399096
"927",50927,1,4,9,6,1.9424,0.4398,7,1,5.1855,3,14,1,0,9,4,6,3,7,8,8,7,8,9,7,9,0,0,0,0,0,0,0,0,9,7,8,9,0,0,0,0,0,0,0.148056562035632,0.0176766018726636,0.0442079154884966
"928",50928,0,3,8,3,0.1542,0.1831,3,0,1.672,3,11,1,1,3,2,3,3,0,1,5,0,2,5,1,5,0,0,0,0,0,0,0,0,5,5,5,4,0,0,0,0,0,0,0.0301740188550639,0.1322016275621,0.0356123856079005
"929",50929,1,4,9,3,0.0425,0,8,0,1.1888,8,9,1,0,3,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,0,0,0.0280488211297288,0.0295089392040431,0.0288092047240932
"930",50930,0,11,1,1,0.0098,0,8,0,1.5998,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,1,0,0,0,0,0,0,0.102874017452529,0.0852744908144054,0.0507435074490397
"931",50931,0,4,5,3,0.0145,0.2986,2,0,5.0473,3,13,1,0,3,3,3,2,0,0,0,0,4,4,1,4,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0.048663105830842,0.0765479494421327,0.0398484535006852
"932",50932,0,0,6,6,0.737,0,8,1,5.8825,13,10,1,0,4,4,3,3,8,7,9,4,5,8,8,4,4,3,3,4,4,4,4,5,9,8,8,9,0,0,1,0,0,0,0.0901188936602599,-0.00133668288241429,0.0548493354716576
"933",50933,0,0,3,2,0.2774,0,8,0,4.3708,7,11,1,0,3,0,0,0,0,0,0,3,4,8,8,4,4,4,0,4,2,2,1,1,6,6,2,3,0,0,0,0,0,0,0.0595653505874878,0.120987670444433,0.0337858212037903
"934",50934,0,10,10,8,1.417,0.1155,3,1,1.8689,5,11,1,1,0,0,1,3,9,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,5,0,0,0,0,0,0,0.089058518416276,0.011867631861825,0.177131739834186
"935",50935,0,1,2,2,0.0413,0,3,0,1.2876,11,10,1,0,3,1,3,0,3,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,0.0414864028613728,0.0868861966812462,0.0702000010747059
"936",50936,4,0,2,1,0.1354,0.652,1,0,1.8749,16,14,1,0,1,0,0,0,4,3,3,0,6,7,7,4,6,7,5,0,2,2,1,0,5,5,4,1,0,0,1,0,0,0,0.109911607982347,0.0557588598984408,0.0781427358824049
"937",50937,0,4,6,5,0.7969,0.2682,4,1,2.3194,8,15,1,0,0,0,0,0,9,5,6,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,5,0,0,0,0,0,0,0.0680736554760252,0.0198577479885186,0.208025252727484
"938",50938,0,1,10,6,0.7969,0,3,1,3.294,16,12,1,0,0,0,0,0,7,8,0,7,4,7,4,6,2,0,3,3,3,3,3,3,7,6,6,7,0,0,1,0,0,0,0.0906766621388918,-0.0142350217220499,0.138560253772862
"939",50939,1,7,3,2,0.0787,0,8,0,2.7966,18,9,1,2,1,1,1,3,0,0,3,0,3,4,4,4,4,4,4,4,1,1,1,1,5,3,3,3,1,0,0,1,0,0,0.0671034872893256,0.0551953843913792,0.0623944962827334
"940",50940,3,4,8,6,0.7124,0.1155,4,1,5.7485,16,15,1,0,1,1,1,3,0,0,0,0,10,9,9,9,0,0,0,0,0,0,0,0,7,7,8,7,0,0,0,0,0,0,0.139210240714313,-0.00376597805796097,0.0921979358447912
"941",50941,0,4,7,2,0.7969,0,8,0,3.2083,18,14,1,0,0,0,0,0,3,3,1,3,2,1,1,2,0,0,0,0,0,0,0,0,5,4,4,4,0,0,0,0,0,0,0.041995251860142,0.110626646750684,0.112042472616415
"942",50942,0,1,5,3,0.0602,0,8,0,1.1227,7,12,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,4,2,4,3,0,1,1,0,0,0,0.0165652865047352,0.038944253548667,0.0308455211246813
"943",50943,4,4,3,3,1.7815,0,8,0,6.059,11,18,1,0,7,6,6,6,0,0,0,0,8,4,4,8,2,3,4,4,5,5,4,4,10,10,10,9,1,0,0,0,0,0,0.174314891099733,0.0654173320341706,-0.0213110614976114
"944",50944,4,6,9,8,1.0127,0.5365,7,1,4.1274,14,12,1,0,0,8,0,0,5,8,7,6,10,4,9,8,4,4,4,4,4,4,4,3,8,9,7,7,1,0,0,1,0,0,0.306937956639332,-0.00250040522416553,0.0274619317018261
"945",50945,0,3,6,3,0.3606,0.3466,5,0,4.7765,11,10,1,0,5,1,1,1,5,0,3,3,4,4,4,4,0,0,1,0,2,2,2,2,6,5,5,5,1,0,0,0,0,0,0.0459090953530242,0.127583881835496,0.0357081261743321
"946",50946,1,3,4,2,1.0718,0.1155,3,0,6.7161,14,14,1,0,1,1,4,4,3,3,0,3,2,7,7,4,0,0,0,0,0,0,0,0,10,10,9,10,0,0,0,0,0,0,0.0599990541944829,0.172705087978549,0.0498754595965138
"947",50947,1,8,5,3,1.0564,0,1,0,5.5835,12,11,1,0,3,4,2,3,3,0,0,0,4,6,7,3,7,7,6,7,4,4,4,4,10,8,10,8,0,0,1,0,0,0,0.0367155773796857,0.131705036054689,0.0583727922694916
"948",50948,0,3,4,3,0.1233,0.1831,4,0,0.9213,7,8,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,0,0,0,0,0,0,0.0323715180229224,0.0828502724605778,0.0836907167517338
"949",50949,2,2,2,1,0.5827,0.3996,5,0,6.3824,6,13,1,0,6,4,4,1,2,0,0,0,5,4,6,4,0,0,0,2,3,3,4,2,9,6,6,5,0,0,0,0,0,0,0.0635011219598204,0.0819821853373821,0.0900762451373574
"950",50950,1,1,7,4,0.6428,0.1155,3,0,3.2841,6,14,1,1,3,1,1,1,0,0,4,2,7,4,6,4,0,0,0,0,0,0,0,0,7,5,6,5,0,0,0,0,0,0,0.0403774613449139,0.141767254658238,0.0503281543988015
"951",50951,0,3,1,2,0.0674,0.1155,5,0,0,8,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,0,0,0,0,0,0,0.175838385389953,0.0697034828586633,0.0562050638215886
"952",50952,1,2,5,3,0.285,0.1155,2,0,3.2662,17,12,1,0,0,0,0,0,3,4,3,0,2,1,3,1,0,0,0,0,0,0,0,0,6,3,4,4,0,0,0,0,0,0,0.0471160527420945,0.120998414438813,0.0837553588183011
"953",50953,0,0,10,3,0.1011,0,8,0,2.5331,5,14,1,0,3,2,2,2,3,3,0,4,1,1,1,1,4,3,4,4,1,1,1,1,4,4,4,4,0,0,0,0,0,0,0.0270114751299881,0.0236887724170911,-0.00780776039251337
"954",50954,0,4,6,5,0.6768,0.1155,3,0,6.5671,8,17,1,0,3,2,3,1,5,0,0,0,4,2,1,4,0,0,0,0,0,0,0,0,9,7,7,9,0,0,0,0,0,0,0.0408760949252526,0.189810341946158,0.0421070433345984
"955",50955,0,3,6,5,0.0565,0,8,0,0,18,8,1,1,0,0,0,0,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0.0261523713222534,0.0274934710899806,0.0572761863358665
"956",50956,1,4,2,7,1.5301,0,8,1,6.5049,3,12,1,0,0,0,0,0,0,0,0,0,2,4,4,4,0,0,0,0,5,6,4,5,10,9,1,1,0,2,0,0,2,0,0.0975935417904603,0.00202819719287948,0.0665630383676169
"957",50957,0,8,1,7,0.1542,0,8,1,4.1235,9,9,1,0,2,0,0,0,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,6,3,3,4,0,0,0,0,0,0,0.132967429437732,-0.000621409251884526,0.0292803544993254
"958",50958,0,2,5,9,0.7969,0,8,0,5.408,14,15,1,0,4,1,3,3,3,8,5,8,5,7,4,7,0,0,0,0,0,0,0,0,10,7,7,7,0,0,0,0,0,0,0.088712752981391,0.22481224878005,0.102180713913341
"959",50959,0,6,2,1,0.022,0.1831,3,0,3.5497,4,12,1,0,3,3,3,3,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0.055432833591786,0.0461077748121486,0.0837458740590986
"960",50960,0,3,5,8,0.7969,0,8,1,3.9848,7,9,1,3,0,0,0,0,2,7,4,4,3,1,3,1,0,0,0,4,4,3,3,4,9,6,6,7,0,0,0,0,0,0,0.0695890334923112,0.00584148951130162,0.171900577908845
"961",50961,2,8,2,3,0.4986,0,8,1,4.8672,8,15,1,0,3,3,0,0,0,2,0,0,7,5,5,7,7,6,4,0,4,4,3,0,10,8,8,1,0,0,0,0,0,0,0.128901925467608,0.0121173940941345,0.116146262962817
"962",50962,0,4,8,5,0.5264,0.231,4,1,2.7024,18,14,1,3,3,4,4,3,4,3,3,5,4,7,4,7,2,3,1,0,3,3,3,3,7,7,6,6,1,0,0,0,0,0,0.0674173946156899,-0.00294397680626817,0.075606593496132
"963",50963,0,1,6,3,0.2079,0,8,0,5.427,7,11,1,1,1,0,0,1,3,5,0,3,4,2,4,3,0,0,0,0,0,0,0,0,6,6,6,5,0,0,0,0,0,0,0.0430424959983371,0.165902154875301,0.00415901133051754
