cm_key,mvar2,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,mvar26,mvar27,mvar28,mvar29,mvar30,mvar31,mvar32,mvar33,mvar34,mvar35,mvar36,mvar37,mvar38,mvar39,mvar40,mvar41,mvar42,mvar43,mvar44,mvar45
50726,0,6,6,5,0.023,0,8,1,0.6872,5,12,1,0,0,0,0,1,0,0,0,0,3,2,4,1,4,4,0,4,1,1,1,1,3,2,3,3,0,0,0,0,0,0
50727,0,5,3,2,0.7969,0.231,5,0,6.8261,3,17,1,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,4,5,4,4,4,4,10,7,7,8,0,0,0,0,0,0
50728,0,3,2,3,0.7969,0.1831,2,0,1.3766,11,10,1,0,2,2,1,0,6,0,1,3,1,3,1,3,4,4,4,3,1,2,1,1,5,5,4,4,0,0,0,0,0,0
50729,2,1,8,3,0.134,0,5,0,1.6986,16,11,1,1,3,3,4,3,3,0,0,0,3,4,4,4,4,4,5,6,2,2,2,2,5,5,5,6,0,0,0,0,0,0
50730,0,1,6,5,0.7969,0,8,0,4.2853,13,11,1,0,3,3,3,7,0,0,0,0,4,4,4,4,6,5,5,6,3,3,3,3,6,5,5,6,1,0,0,1,0,0
50731,1,2,1,2,0.3863,0,8,0,4.9328,7,15,1,1,8,5,2,2,0,0,6,0,7,4,4,7,6,6,0,0,3,2,1,1,8,6,3,3,1,0,0,1,0,0
50732,0,4,8,6,0.7969,0.4993,5,0,4.3603,13,9,1,0,2,1,2,1,5,0,0,3,4,4,4,4,6,7,7,7,3,3,4,4,6,5,6,7,0,0,0,0,0,0
50733,1,2,5,3,0.2102,0.4398,6,0,4.1094,16,7,1,1,0,0,5,2,4,6,5,6,6,4,3,7,0,0,0,0,0,0,0,0,5,6,5,5,0,0,0,0,0,0
50734,0,0,2,2,0.1099,0,8,0,1.3374,5,9,1,0,1,1,0,0,0,1,0,0,3,1,3,1,1,4,4,0,1,2,1,1,5,4,3,2,0,0,0,0,0,0
50735,0,3,4,5,0.7969,0,2,0,1.1579,3,11,1,1,1,0,0,0,7,3,0,0,3,2,4,1,0,0,0,0,2,2,1,2,6,4,2,4,0,1,0,0,0,0
50736,0,1,3,3,0.7969,0.1155,3,0,2.3608,16,15,1,0,1,1,2,2,3,0,3,3,5,4,6,3,5,4,4,4,3,2,3,3,6,4,5,5,0,1,0,0,0,0
50737,0,7,9,2,0.7969,0,8,0,0.8832,16,8,1,0,2,2,3,3,0,0,0,0,5,3,3,5,0,0,0,0,0,0,0,0,3,2,3,3,0,0,0,0,0,0
50738,0,4,3,4,0.1755,0,1,0,1.503,3,10,1,1,3,2,2,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,7,4,5,4,0,0,0,0,0,0
50739,3,1,9,6,3.2701,0,8,0,5.5474,9,17,1,0,3,3,2,2,9,9,9,8,10,10,9,10,4,3,3,4,5,5,5,4,10,10,9,7,1,0,1,0,0,0
50740,0,1,3,2,0.0408,0.1831,5,0,1.0595,11,10,1,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,3,0,0,0,0,0,0
50741,3,3,5,3,0.6987,0.4907,10,0,4.1051,12,11,1,0,2,0,0,4,7,3,6,5,4,4,4,4,0,0,0,0,0,0,0,0,7,7,6,6,0,0,0,0,0,0
50742,2,4,1,4,1.1413,0,8,0,5.5675,3,10,1,0,5,3,4,3,8,3,4,6,4,2,1,4,9,7,0,0,5,4,5,4,10,7,8,7,1,0,0,0,0,0
50743,0,6,6,4,0.1145,0,2,0,2.4166,3,14,1,0,1,1,1,5,3,3,4,3,1,4,1,4,0,0,0,0,0,0,0,0,6,4,4,5,0,0,0,0,0,0
50744,0,2,5,3,0.7969,0,8,0,1.0126,7,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0
50745,0,0,10,2,0.05,0,1,0,1.2124,6,7,1,0,1,0,1,0,0,4,0,0,3,2,3,2,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0
50746,3,3,7,3,0.0198,0,8,0,4.4615,11,13,1,0,0,0,0,0,0,0,0,0,1,4,4,4,0,0,0,0,0,0,0,0,3,2,4,2,0,0,0,0,0,0
50747,1,6,10,6,0.7181,0,8,1,2.268,7,11,1,1,3,3,3,4,6,4,5,8,4,4,4,4,4,4,5,5,3,3,4,3,7,5,8,6,0,0,0,0,0,0
50748,1,3,2,5,0.781,0.1831,4,1,2.3735,4,10,1,0,1,0,0,5,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,3,0,0,0,0,0,0
50749,0,0,2,1,0.14,0,4,0,4.6166,14,8,1,0,4,3,3,4,0,0,0,0,4,3,2,4,0,0,0,0,0,0,0,0,5,4,5,4,0,0,0,0,0,0
50750,4,4,9,8,0.8287,0,5,1,4.2949,3,17,1,1,7,0,3,3,0,0,0,0,3,1,3,1,7,6,7,5,4,4,4,5,10,6,6,6,2,0,0,0,0,0
50751,1,3,2,1,0.0077,0,8,0,0.711,14,15,1,0,1,2,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,6,0,0,0,0,0,0
50752,4,3,2,6,1.4625,0,8,1,4.4341,9,15,1,0,3,3,3,0,7,8,2,0,4,4,4,5,0,0,0,0,0,0,0,0,10,9,6,1,0,0,0,0,0,0
50753,0,5,1,1,0.0707,0,8,1,1.9297,18,10,6,0,0,0,2,0,2,0,0,0,2,1,1,1,4,0,0,0,1,1,1,1,4,1,2,1,2,0,0,0,0,0
50754,0,0,10,3,0.0859,0.231,6,0,1.4006,14,13,1,0,0,1,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,1,0,0,0,0,0,0
50755,4,4,5,10,3.6762,0.3838,6,1,4.6372,16,16,1,0,7,5,7,8,8,7,8,5,8,7,7,8,4,4,5,4,5,5,5,5,10,10,10,10,2,0,0,1,0,0
50756,0,0,8,4,0.7969,0.3662,5,0,6.2053,13,10,1,0,3,3,0,0,5,0,0,2,8,9,10,5,0,0,0,0,2,2,2,3,5,5,5,8,0,1,0,0,0,0
50757,1,4,2,6,0.2528,0,8,0,1.5584,13,18,1,0,2,1,1,3,4,4,2,4,3,3,4,3,4,5,5,0,2,2,2,3,6,5,6,7,0,1,0,0,0,0
50758,1,1,10,3,0.0925,0,8,0,1.4277,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0
50759,0,2,7,9,0.01,0.1155,4,1,1.6418,6,16,1,2,1,2,1,3,3,0,0,0,0,0,0,0,4,4,5,5,1,1,2,2,3,2,3,4,1,0,0,0,0,0
50760,0,4,3,5,0.8687,0.652,7,1,6.0578,7,15,1,0,3,3,6,0,7,4,0,0,1,1,1,1,0,0,0,0,0,0,0,0,10,6,5,1,0,0,0,0,0,0
50761,2,4,1,3,0.1551,0.4142,6,0,4.3869,16,10,1,1,3,2,3,3,4,3,0,3,1,2,1,2,0,0,0,0,0,0,0,0,6,4,5,6,0,0,0,0,0,0
50762,0,2,6,4,0.7969,0,2,0,5.7908,3,16,1,1,0,0,1,4,3,4,5,0,4,5,1,5,4,4,3,3,5,5,5,5,10,10,10,10,0,1,0,0,0,0
50763,5,5,2,5,1.2965,0,8,0,5.2371,11,14,1,1,4,3,4,4,6,6,5,6,7,6,7,7,0,0,0,0,0,0,0,0,10,9,9,10,0,0,0,0,0,0
50764,0,1,5,3,0.7969,0,1,0,3.4288,14,11,1,0,2,1,1,1,3,2,3,0,3,3,4,1,0,0,0,0,0,0,0,0,6,5,4,4,0,0,0,0,0,0
50765,0,3,3,5,2.3916,0.1155,5,1,5.6212,6,16,1,0,2,1,1,1,0,0,6,4,4,5,4,5,0,0,0,0,5,4,4,5,10,10,6,10,2,0,0,0,0,0
50766,0,3,4,5,0.0215,0,8,1,0.7133,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0
50767,4,2,8,6,0.469,0.2682,5,1,4.7659,16,7,1,2,4,2,1,3,6,6,4,4,4,4,4,4,8,8,8,9,3,2,2,3,6,6,6,6,1,0,0,1,0,0
50768,0,0,7,8,0.7969,0.7081,10,1,6.3167,13,10,1,0,6,3,7,8,10,9,9,9,7,5,7,7,10,10,10,10,5,5,5,5,10,10,10,10,0,0,0,0,0,0
50769,0,3,3,10,0.7969,0,8,1,1.9471,3,15,1,0,3,0,0,0,3,0,1,0,4,4,5,3,0,0,0,0,0,0,0,0,5,5,5,4,0,0,0,0,0,0
50770,1,3,2,3,0.1067,0.1155,2,0,1.0679,14,14,1,0,0,1,3,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,6,2,5,6,0,0,0,0,0,0
50771,0,2,9,3,0.4565,0.3838,10,0,5.5284,18,14,1,0,0,0,0,0,3,0,3,0,4,4,4,4,0,0,0,0,0,0,0,0,7,7,6,6,0,0,0,0,0,0
50772,0,2,4,3,0.7969,0,8,0,5.7195,5,16,1,0,5,3,3,3,0,0,0,0,10,10,10,10,6,7,7,7,4,4,4,3,10,8,7,7,1,0,0,0,0,0
50773,0,1,4,6,0.0647,0.1155,3,0,1.898,18,12,1,3,0,0,0,0,3,5,3,0,1,4,2,4,0,0,0,0,0,0,0,0,5,4,4,3,0,0,0,0,0,0
50774,0,0,3,2,0.0161,0,2,0,1.9289,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0
50775,0,2,3,3,0.7969,0,8,0,5.4213,7,7,1,0,0,0,0,5,7,5,4,7,0,0,0,0,1,0,1,1,3,3,3,3,10,6,7,6,0,1,0,0,0,0
50776,0,5,2,1,0.0331,0,8,0,0.7991,3,11,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,0
50777,0,0,10,6,0.7969,0.6229,9,1,5.0237,14,10,1,1,5,3,1,1,1,0,6,4,8,4,7,7,7,7,7,7,5,4,5,4,10,8,10,10,0,0,0,0,0,0
50778,1,0,1,7,0.2632,0,8,1,2.7439,16,6,1,2,3,1,1,4,3,0,6,3,4,4,5,4,0,0,0,0,0,0,0,0,6,5,5,6,0,0,0,0,0,0
50779,0,5,3,2,0.0063,0.3996,5,0,0.6334,18,11,1,0,0,0,0,0,0,0,0,0,1,3,1,3,3,4,2,3,1,1,0,1,2,1,1,1,1,0,0,0,0,0
50780,1,2,4,3,0.5645,0.4817,7,0,5.0694,16,16,1,1,3,3,3,3,3,0,2,0,10,8,8,10,6,7,5,5,3,3,3,3,8,6,6,7,0,0,0,0,0,0
50781,0,1,7,3,0.7969,0,5,0,2.9393,3,15,1,0,3,3,3,3,8,4,7,3,6,4,5,4,0,0,0,0,0,0,0,0,7,6,6,6,0,0,0,0,0,0
50782,1,1,5,7,0.8073,0.2682,3,0,4.569,10,13,1,0,4,5,4,3,5,3,5,6,4,5,4,5,0,0,0,0,0,0,0,0,7,6,7,7,0,0,0,0,0,0
50783,0,4,8,3,0.0191,0,8,0,0.7493,7,12,1,2,0,0,0,0,3,3,0,0,0,0,0,0,4,4,4,4,1,1,1,1,3,2,3,2,0,0,0,0,0,0
50784,1,2,6,3,0.238,0,2,0,2.5863,16,14,1,0,3,3,3,3,0,3,3,3,4,1,4,3,0,0,0,0,0,0,0,0,6,5,4,4,0,0,0,0,0,0
50785,4,3,7,6,0.3929,0,8,0,3.0195,16,12,1,0,3,3,5,3,3,0,0,6,3,7,4,7,4,4,4,4,3,3,3,3,6,5,6,6,1,0,0,1,0,0
50786,0,4,2,3,0.2081,0,8,1,3.2428,18,13,1,0,7,0,5,0,4,1,1,0,4,4,4,4,0,0,0,0,0,0,0,0,5,5,4,1,0,0,0,0,0,0
50787,0,7,3,3,0.0298,0,8,0,1.5202,8,9,1,0,0,0,0,0,3,0,0,0,1,1,1,2,4,2,0,0,2,1,1,1,4,3,3,3,1,0,0,0,0,0
50788,2,1,6,3,0.1629,0.1831,4,0,1.8035,18,14,1,2,1,1,1,3,0,0,0,3,5,4,4,5,4,5,5,6,1,1,2,2,6,4,5,5,1,0,0,0,0,0
50789,0,2,8,6,0.7453,0.3838,7,1,2.6546,6,8,1,0,4,1,1,1,5,5,6,8,4,4,4,3,0,0,0,0,0,0,0,0,6,7,5,7,0,0,0,0,0,0
50790,1,1,1,3,0.1247,0.1155,3,1,1.0972,18,10,1,0,0,0,0,0,7,0,0,0,1,2,1,1,5,0,0,0,1,0,0,0,6,1,1,1,2,0,0,1,0,0
50791,0,1,9,4,0.7969,0.1155,3,0,2.2991,11,8,1,0,0,0,0,0,5,5,0,6,4,3,3,4,0,0,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0
50792,5,4,3,6,3.2181,0,2,1,6.5643,12,18,1,0,7,6,3,3,6,3,2,0,10,9,10,10,9,9,9,8,6,6,6,5,10,10,10,10,2,3,1,0,3,0
50793,1,8,3,5,0.1395,0,8,1,3.9092,3,14,1,0,3,2,5,2,3,0,0,0,4,3,2,4,4,4,6,8,2,2,2,2,5,5,5,5,1,0,0,0,0,0
50794,0,5,6,7,3.7746,0.4993,7,1,6.9829,3,13,1,0,3,2,2,2,4,0,0,0,2,4,4,3,0,0,0,0,5,5,5,6,10,10,10,10,1,0,0,0,0,0
50795,1,4,5,6,0.1007,0.2682,5,0,2.2915,16,11,1,0,0,1,0,2,3,3,3,0,0,0,0,0,0,1,0,2,2,4,4,4,4,4,5,6,1,0,1,0,0,0
50796,0,2,5,4,0.7969,0.1155,4,0,6.9565,14,8,1,0,3,4,4,3,4,0,0,3,6,7,5,8,0,0,0,0,0,0,0,0,10,10,10,9,0,0,0,0,0,0
50797,0,3,1,1,0.4126,0,8,0,2.1946,7,10,3,1,0,1,1,1,8,5,6,6,1,1,1,1,5,4,0,0,2,2,2,2,6,5,5,5,1,0,0,0,0,0
50798,4,12,7,6,5.098,0.652,7,1,6.5115,18,17,1,0,8,8,7,8,7,0,4,4,8,7,8,7,8,8,8,7,5,6,5,6,10,10,10,10,2,0,0,1,0,0
50799,2,2,9,4,0.0968,0.3838,4,0,1.1417,14,16,1,0,3,2,2,3,5,3,0,3,3,3,3,4,0,0,0,0,0,0,0,0,5,2,2,3,0,0,0,0,0,0
50800,0,1,8,5,0.1421,0.3838,10,1,1.682,13,11,1,2,1,0,0,0,5,2,0,7,2,3,4,1,4,4,4,4,1,2,1,1,4,5,5,4,1,0,2,0,0,0
50801,1,3,1,3,0.1566,0,8,0,4.6697,16,12,1,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,3,1,0,0,0,0,0,0
50802,2,3,7,7,1.1917,0.4817,7,1,2.4885,8,9,1,0,3,1,5,0,0,3,8,10,3,3,2,4,0,0,0,0,0,0,0,0,8,5,7,10,0,0,0,0,0,0
50803,1,11,2,1,0.0584,0,8,0,0.9106,11,15,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,5,3,1,1,1,1,4,4,4,2,1,0,0,0,0,0
50804,2,2,1,1,3.8135,0,8,0,6.0024,16,18,2,0,7,6,0,4,8,5,4,3,9,6,9,5,10,10,0,0,5,5,5,4,10,10,10,8,1,0,0,0,0,0
50805,0,6,10,3,0.5396,0,8,0,4.1909,11,13,1,1,0,0,6,0,6,4,3,4,1,1,1,1,0,0,0,0,0,0,0,0,7,6,5,6,0,0,0,0,0,0
50806,3,4,5,2,0.3881,0.2986,5,0,4.7344,15,15,1,0,1,2,3,4,0,0,0,0,2,7,4,7,0,0,0,0,0,0,0,0,7,6,5,5,0,0,0,0,0,0
50807,2,2,7,2,0.5754,0.1831,4,0,6.2751,8,10,1,0,0,0,0,0,0,0,0,0,2,3,4,1,7,7,7,7,4,4,4,5,7,8,9,9,0,1,0,0,0,0
50808,0,1,9,3,0.1926,0.4513,7,0,3.7383,16,14,1,0,0,0,0,5,3,0,2,0,5,4,4,5,0,0,0,0,0,0,0,0,5,5,5,6,0,0,0,0,0,0
50809,4,0,6,6,0.2072,0.5152,7,0,3.4622,13,7,1,0,7,2,0,3,7,4,4,5,7,4,6,7,0,0,0,0,0,0,0,0,6,5,6,5,0,0,0,0,0,0
50810,0,6,4,4,0.7969,0,8,0,0.9574,18,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,0,0,0,0,0,0
50811,1,1,4,3,0.6197,0,8,0,5.8508,1,9,1,0,1,0,0,0,0,0,0,0,7,5,7,4,0,0,0,0,0,0,0,0,9,5,5,5,0,0,0,0,0,0
50812,1,3,9,4,1.1621,0.4993,5,0,5.1139,8,12,1,0,7,4,6,4,8,7,4,7,5,7,6,7,0,0,0,0,0,0,0,0,9,7,7,7,0,0,0,0,0,0
50813,0,5,9,2,0.1288,0.1155,3,0,2.7251,11,13,1,0,2,1,3,2,0,4,2,4,4,4,1,4,0,0,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0
50814,1,4,2,1,0.0783,0,8,0,2.3621,9,16,1,0,5,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,5,0,0,0,0,0,0
50815,0,4,2,3,0.0619,0.3466,3,1,2.1561,12,13,1,0,1,2,0,0,0,0,0,0,1,4,4,3,0,0,0,0,0,0,0,0,5,4,4,3,0,0,0,0,0,0
50816,5,3,9,3,0.497,0.5297,8,0,4.2719,11,12,1,0,4,3,3,3,8,7,8,5,7,7,7,7,0,0,0,0,0,0,0,0,6,7,6,5,0,0,0,0,0,0
50817,0,1,8,4,0.8248,0.4142,3,0,5.898,18,11,1,1,2,2,2,3,0,3,0,3,2,1,1,1,0,0,0,0,4,4,4,4,10,6,8,7,0,0,0,0,0,0
50818,2,5,1,10,2.6339,0.231,5,0,5.959,8,0,1,0,3,3,3,4,9,7,7,8,8,6,8,7,0,0,0,0,0,0,0,0,10,8,7,8,0,0,0,0,0,0
50819,0,8,4,3,0.7969,0.1831,4,0,6.728,16,13,1,0,1,3,3,3,0,0,2,0,7,9,8,8,0,0,0,0,0,0,0,0,10,10,10,6,0,0,0,0,0,0
50820,0,1,10,2,0.0124,0,1,0,1.4486,9,7,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
50821,0,5,1,1,0.7969,0,8,0,1.3225,1,15,6,0,3,0,0,0,3,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,3,2,2,0,0,0,0,0,0
50822,1,7,3,2,0.0056,0,3,0,4.4575,16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0
50823,0,8,2,5,1.0104,0,8,1,4.8273,14,19,1,0,0,0,0,0,4,5,0,0,0,0,0,0,4,4,4,4,5,5,3,1,10,8,5,4,2,0,0,0,0,0
50824,1,8,5,3,0.1524,0.231,5,0,3.2981,11,8,1,0,4,3,0,0,4,0,0,3,4,7,7,3,4,0,4,4,2,1,2,1,6,4,5,4,0,0,0,0,0,0
50825,0,2,6,5,0.2127,0,8,1,2.9522,16,7,1,1,2,1,1,0,3,5,1,4,3,2,2,3,3,0,1,4,2,2,2,1,6,5,5,4,0,0,0,0,0,0
50826,0,2,5,3,0.7969,0.1831,3,0,1.5779,11,8,1,0,1,0,0,0,1,0,1,0,4,2,4,4,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,0,0,0
50827,0,0,9,5,0.7969,0,1,1,2.071,16,16,1,0,3,2,3,3,5,3,0,3,5,4,1,6,4,2,1,2,1,1,1,1,5,3,3,5,0,0,0,0,0,0
50828,0,4,8,5,0.7969,0.5723,10,1,3.8344,18,14,1,0,4,0,3,0,8,9,8,9,1,1,1,1,4,4,4,4,3,4,4,4,7,8,7,8,0,0,1,0,0,0
50829,0,1,3,2,0.0879,0,8,0,6.073,11,13,1,1,2,1,2,1,0,0,2,0,3,1,3,1,0,2,0,0,2,2,1,2,5,5,4,5,0,1,0,0,0,0
50830,2,2,6,7,0.3613,0.1831,4,1,5.1494,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,6,6,5,6,2,0,0,0,0,0
50831,0,6,9,6,0.3347,0.4513,5,1,1.7455,15,13,1,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,6,0,0,0,0,0,0
50832,6,0,10,8,2.6188,0.6679,10,1,5.4092,14,13,1,1,6,7,7,4,9,8,8,9,9,5,9,7,0,4,3,3,5,5,5,5,10,10,10,10,1,0,0,0,0,0
50833,0,0,5,8,0.7969,0.4993,8,1,5.8546,11,14,1,0,9,9,7,9,8,8,8,8,10,8,10,8,6,7,6,7,5,5,5,6,10,10,10,10,1,0,0,1,0,0
50834,1,2,2,6,0.6524,0.1155,2,0,2.1161,11,12,1,0,2,7,2,1,3,4,4,6,6,5,6,5,0,0,0,0,0,0,0,0,8,6,6,7,0,0,0,0,0,0
50835,0,4,10,3,0.3488,0.1831,3,0,1.5956,15,14,1,2,1,1,1,1,5,0,0,0,3,1,3,2,4,4,4,4,2,1,2,1,6,5,4,4,0,0,1,0,0,0
50836,1,3,10,3,0.0368,0.1155,5,0,2.754,8,9,1,1,4,0,3,0,0,1,0,0,4,4,4,4,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0
50837,0,4,9,5,1.2786,0,8,1,4.5942,6,14,1,0,4,4,9,3,8,6,5,3,10,10,10,10,0,0,0,0,0,0,0,0,10,8,10,9,0,0,0,0,0,0
50838,0,0,8,3,0.2044,0,2,0,2.7314,12,13,1,0,5,2,2,3,4,4,4,4,4,8,4,8,6,6,6,4,2,2,1,1,6,5,4,4,1,0,0,0,0,0
50839,1,1,2,7,0.1435,0,8,1,1.8291,6,10,1,0,0,1,0,0,3,4,3,0,3,1,1,3,0,0,0,0,0,0,0,0,5,5,5,3,0,0,0,0,0,0
50840,2,5,6,7,0.8194,0.231,2,0,2.8903,18,15,1,0,3,3,1,3,8,6,4,0,4,5,1,6,0,0,0,0,0,0,0,0,9,6,6,6,0,0,0,0,0,0
50841,11,6,1,3,4.2932,0,8,0,6.0919,18,10,1,0,3,0,0,0,4,0,0,3,3,3,4,1,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0
50842,4,3,8,7,1.9999,0.652,10,1,6.8178,8,10,1,0,7,5,6,6,3,3,4,0,10,10,10,10,8,8,7,7,6,6,7,6,11,10,10,10,1,0,0,1,0,0
50843,6,0,10,8,0.8277,0.652,10,0,5.375,16,7,1,1,3,0,2,3,8,8,8,6,4,4,4,3,0,0,0,0,0,0,0,0,10,9,10,9,0,0,0,0,0,0
50844,1,4,7,6,0.3597,0,8,1,1.5882,11,19,1,0,3,3,4,4,4,0,0,7,2,1,3,1,0,3,0,2,2,2,2,2,5,5,5,5,2,0,0,0,0,0
50845,1,6,3,2,0.2616,0,8,0,3.9326,17,16,1,0,0,0,0,0,0,5,0,0,4,4,4,3,5,4,2,3,3,2,1,1,6,6,5,2,1,0,0,0,0,0
50846,1,2,4,3,0.0719,0.1155,3,0,1.7913,4,13,1,0,2,0,0,2,2,4,5,6,4,1,4,2,4,4,5,5,1,1,2,2,5,3,5,5,0,1,0,0,0,0
50847,1,4,3,3,0.0679,0.1155,1,0,2.829,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,1,2,2,2,4,4,3,4,0,0,1,0,0,0
50848,2,2,1,1,0.6222,0.2682,5,0,3.2439,16,14,3,0,6,0,0,0,4,0,0,0,3,6,4,4,0,0,0,0,0,0,0,0,10,6,1,1,0,0,0,0,0,0
50849,2,5,7,3,0.0829,0.1155,2,0,4.4171,18,9,1,0,3,3,2,0,0,0,0,0,2,3,1,3,0,0,0,0,0,0,0,0,5,4,2,2,0,0,0,0,0,0
50850,1,3,9,7,0.0731,0.1831,5,1,1.4338,18,7,1,0,3,2,3,7,5,6,3,3,3,4,2,4,0,0,0,0,0,0,0,0,4,4,3,4,0,0,0,0,0,0
50851,4,4,8,5,2.164,0,8,0,6.6555,8,14,1,0,7,3,1,7,5,3,4,3,10,8,10,9,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0
50852,0,5,8,5,0.0301,0,8,1,2.0056,14,21,1,4,3,0,3,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,3,2,0,0,0,0,0,0
50853,0,3,5,3,0.047,0,1,0,3.9439,3,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,1,1,1,4,4,4,4,1,0,0,0,0,0
50854,1,5,8,7,0.0533,0.4513,5,1,1.6393,7,8,1,0,0,0,0,0,3,3,0,0,3,4,3,4,5,5,4,6,1,1,1,1,4,4,3,2,2,0,0,0,0,0
50855,0,4,5,7,0.7969,0.231,4,1,5.9339,1,12,1,0,0,0,0,3,4,4,6,0,4,4,4,3,0,0,0,0,3,3,3,5,6,6,5,6,1,1,1,1,1,0
50856,2,4,6,3,0.1132,0.2682,5,0,2.15,6,12,1,0,3,3,4,1,1,1,1,0,4,2,4,4,0,0,0,0,0,0,0,0,5,5,4,5,0,0,0,0,0,0
50857,0,4,6,5,0.7969,0,8,1,4.4446,11,10,1,0,3,3,3,3,8,7,7,7,1,5,4,4,5,6,5,5,2,3,3,2,6,6,6,5,0,0,1,0,0,0
50858,0,4,7,3,0.0618,0.4275,7,0,3.9096,4,8,1,3,0,3,0,0,0,0,0,0,7,4,7,4,0,0,0,0,0,0,0,0,5,3,4,4,0,0,0,0,0,0
50859,4,5,5,5,0.1188,0,8,0,5.357,14,14,1,1,0,0,0,0,0,0,0,0,4,5,6,4,0,0,0,0,0,0,0,0,6,2,3,2,0,0,0,0,0,0
50860,1,1,10,3,0.1901,0,1,0,1.616,11,17,1,0,3,0,3,0,7,5,0,0,3,3,2,4,4,4,3,4,2,1,2,1,5,4,5,4,1,0,0,0,0,0
50861,1,4,2,2,0.0345,0.2986,2,0,0.7077,3,14,1,0,0,0,0,0,4,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0
50862,0,4,5,7,0.3889,0.1155,3,1,4.0204,6,12,1,1,3,3,2,2,6,9,6,7,3,5,4,4,0,0,0,0,0,0,0,0,5,6,5,6,0,0,0,0,0,0
50863,0,2,5,4,0.0151,0.231,4,0,0.7845,18,11,1,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0
50864,5,1,8,4,4.5074,0,3,0,6.0723,3,16,1,0,3,3,2,4,6,5,2,6,2,2,2,2,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0
50865,0,7,1,7,0.7969,0.1155,2,0,2.2608,16,12,1,0,3,1,3,3,0,0,0,3,4,4,4,4,0,0,0,0,0,0,0,0,7,6,4,5,0,0,0,0,0,0
50866,1,12,1,4,0.2871,0.1155,3,0,1.9379,3,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,1,0,0,0,0,0,0
50867,6,4,2,1,1.002,0,8,0,5.8722,11,11,0,0,5,5,5,2,6,3,0,3,5,7,4,7,8,8,4,0,6,5,5,4,10,10,10,6,1,0,0,2,0,0
50868,4,5,5,5,2.7552,0.1155,4,1,6.636,13,17,1,0,0,0,3,4,3,3,4,7,5,4,3,5,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0
